Name,Type,Latitude,Longitude
Lake Brooks Picnic Area Shelter,Shelter,58.5462823516488,-155.793520584174
Campground Lean-to,Shelter,58.560077320021804,-155.777894655557
Campground Lean-to,Shelter,58.5601440220671,-155.777509633295
Campground Lean-to,Shelter,58.5598738098835,-155.777596755355
Brooks Camp Ranger Station (Historic),Ranger Station,58.556654330696,-155.778541936997
Brooks Camp Visitor Center,Visitor Center,58.5561359693438,-155.77819998576402
Brooks Lodge Dining Kitchen,Food Service,58.55545297587971,-155.778189812758
Brooks Lodge Office and Store,Store,58.555204663711,-155.778038775655
"Valley of 10,000 Smokes Visitor Center",Visitor Center,58.368581701909505,-155.382826310127
Grosvenor Camp Kitchen Dining Room,Food Service,58.719137941096,-155.494914262285
Brooks Lodge Rental Building,Store,58.55503922659861,-155.778180572751
Northwest Arctic Heritage Center,Visitor Center,66.8925614665532,-162.605378029511
Lake Clark Visitor Center,Visitor Center,60.197371585486295,-154.322643222782
Silver Salmon Creek Ranger Station,Ranger Station,59.980155726898296,-152.665420926777
Chinitna Bay Ranger Station,Ranger Station,59.870514606402295,-153.09051663061
Upper Twin Lake Ranger Station (Historic),Ranger Station,60.6476100384021,-153.818523085256
Exit Glacier Warming Hut,Shelter,60.188322784338,-149.632280691901
Exit Glacier Campground Shelter and Food Storage,Shelter,60.190966494134294,-149.618097891265
Exit Glacier Stone Kiosk,Shelter,60.184801612945606,-149.637057640147
Harding Icefield Trail Emergency Shelter,Weather Shelter,60.1821601111508,-149.702805148819
Exit Glacier Nature Center,Visitor Center,60.1883240953389,-149.631629470459
Kenai Fjords National Park Visitor Center,Visitor Center,60.116272704383405,-149.439721113066
Visitor Information Station,Information,58.4543166891624,-135.885135711362
Bettles Visitor Center and Ranger Station,Visitor Center,66.91801522784779,-151.513942849402
Backcountry Information Center,Information,63.7359107337574,-148.895861667539
Riley Creek Mercantile,Store,63.7329846867692,-148.89724131747602
Murie Science and Learning Center,Visitor Center,63.733551210154104,-148.91769300937202
Bookstore,Store,63.73161708184,-148.916208783364
Morino Grill,Food Service,63.7315686698071,-148.91577682207
Bus Stop and Baggage Claim,Shelter,63.731314384634295,-148.915154820648
Denali Visitor Center,Visitor Center,63.7309100293596,-148.91710314097202
Savage Campground Bus Stop,Shelter,63.7178738565021,-149.25624930840598
Savage River Check Station,Ranger Station,63.7390162448674,-149.295468720053
Toklat River Contact Station,Visitor Center,63.5215396161022,-150.04322484411801
Wonder Lake Ranger Station (Historic),Ranger Station,63.490416122955295,-150.871263724732
Wonder Lake Campground Bus Shelter,Shelter,63.454383892473096,-150.860954354727
Wonder Lake Campground Shelter,Shelter,63.4533957288017,-150.862656524884
Wonder Lake Campground Shelter,Shelter,63.4530353845568,-150.86500416447902
Talkeetna Ranger Station,Ranger Station,62.32249218340589,-150.11711986932698
Eielson Visitor Center,Visitor Center,63.4310404666123,-150.311449161364
Teklanika Campground Bus Stop,Shelter,63.6696294407223,-149.577612170756
Mountain Vista Shelter,Shelter,63.7152128776941,-149.254765525397
Savage River Bus Stop,Shelter,63.7401291166235,-149.29393721501302
Teklanika Rest Stop Bus Shelter,Shelter,63.654326928325005,-149.568043509255
Teklanika Rest Stop Bus Shelter,Shelter,63.6542281622579,-149.56795559919502
Teklanika Rest Stop Bus Shelter,Shelter,63.6541800482252,-149.567679566008
Sitka National Historical Park Visitor Center and Park Headquarters,Visitor Center,57.048620689058104,-135.319042712729
Wrangell-St. Elias Visitor Center,Visitor Center,62.0199731988585,-145.363362334372
Bus Shelter,Shelter,62.020796673417905,-145.364189803934
Slana Ranger Station,Ranger Station,62.70962848744679,-143.98183716869
Information Kiosk,Information Board,61.43657531046699,-142.964279447308
McCarthy Road Visitor Center,Visitor Center,61.4365167704272,-142.964138318212
Kennecott Visitor Center (Historic),Visitor Center,61.4833318452359,-142.88779414734
Chitina Ranger Station,Visitor Center,61.515949383397896,-144.438231763789
Mountain Vista Viewpoint,Shelter,63.71456556225429,-149.254243447043
Exit Glacier Pavilion,Shelter,60.1880229111343,-149.63129178322902
Amalik Bay Patrol Cabin,Ranger Station,58.1044491614439,-154.529535375356
Nonvianuk Patrol Cabin,Ranger Station,59.015609909534795,-155.60394910936898
McCarthy Ranger Station,Ranger Station,61.4397109615975,-142.896133573006
Eagle Visitor Center,Visitor Center,64.7901788250829,-141.203515462951
Bering Land Bridge Visitor Center and Park Headquarters,Visitor Center,64.4978340554484,-165.408224769914
Nuluk Emergency Shelter Cabin,Weather Shelter,65.8771799996492,-166.77314000030898
Ear Mountain Emergency Shelter Cabin,Weather Shelter,65.9592800004323,-166.130479999652
Grayling Creek Emergency Shelter Cabin,Weather Shelter,66.0377629787578,-165.135436668567
Quartz Creek Emergency Shelter Cabin,Weather Shelter,65.4045670965309,-164.65483221501898
Goodhope River Reindeer Emergency Shelter Cabin (Historic),Weather Shelter,66.0213899996331,-163.929089999911
Cottonwood Creek Emergency Shelter Cabin,Weather Shelter,65.793696490926,-163.609137005518
The Trail Center (Historic),Ranger Station,59.455466748396795,-135.314728075797
National Park Service Visitor Center (Historic),Visitor Center,59.453486011051,-135.318493192355
Junior Ranger Activity Center (Historic Pantheon Saloon),Information,59.4548358029681,-135.31671989515
Sheep Camp North Warming Tent,Weather Shelter,59.658792437547,-135.26785596195
Sheep Camp South Warming Tent,Weather Shelter,59.65873760950979,-135.268096526113
Sheep Camp Ranger Station,Ranger Station,59.65682799421229,-135.26740092964
Pleasant Camp Warming Tent,Weather Shelter,59.6384991267587,-135.29378284656602
Dyea Ranger Station,Ranger Station,59.505872244645005,-135.347745361231
Arctic Brotherhood Hall Skagway Visitor Center (Historic),Information,59.45401633641129,-135.318375707275
Aialik Bay Ranger Station,Ranger Station,59.8487382276063,-149.660781867266
Dry Bay Ranger Station,Ranger Station,59.171222905266504,-138.483123925573
Morris Thompson Cultural and Visitor Center,Visitor Center,64.84600999801759,-147.71220990230302
Alaska Public Lands Information Center (Historic),Visitor Center,61.21901897764771,-149.894502547069
Kobuk Valley Portage Emergency Shelter Cabin,Weather Shelter,67.1878515831889,-159.226936098019
Kotlik Emergency Shelter Cabin,Weather Shelter,67.4289700000176,-163.882400000188
Nakolik Emergency Shelter Cabin,Weather Shelter,67.9088700000871,-160.83086999881598
Swikshak Bay Patrol Cabin,Ranger Station,58.606588681624096,-153.76780149779302
Crescent Lake Ranger Station,Ranger Station,60.35954648467651,-152.859248892474
Anaktuvuk Pass Visitor Center and Ranger Station,Visitor Center,68.14220627762809,-151.736983810948
Coldfoot Ranger Station,Ranger Station,67.25330013665811,-150.17532690787598
Arctic Interagency Visitor Center and Ranger Station,Visitor Center,67.2528114373261,-150.186839494698
King Salmon Visitor Center,Visitor Center,58.6828313794274,-156.668486144672
Telaquana Lake Ranger Station,Ranger Station,60.982549999978104,-153.919469999845
Lower Twin Lake Ranger Station,Ranger Station,60.649649999788195,-154.04254000046498
Solo Mountain Emergency Shelter Cabin (Historic),Weather Shelter,61.8330699998665,-141.844650000572
Sitka Police Department,Police,57.0526092237681,-135.333605197623
Skagway Police Department,Police,59.453366499969796,-135.321309101269
Ranger Station,Ranger Station,59.115286365260204,-156.337289002639
Alaska Packers Cabin Ranger Station (Historic),Ranger Station,56.7635421393605,-157.491217270679
Canyon City Warming Tent,Weather Shelter,59.607452208663794,-135.324645381535
Canyon City State Cabin,Weather Shelter,59.6075215157109,-135.324588448497
Finnegan's Point Warming Tent,Weather Shelter,59.575532258975706,-135.335098673638
Skagway Volunteer Fire Department,Fire Station,59.4564034260333,-135.316730656158
Hubert’s Landing Emergency Shelter Cabin (Historic),Weather Shelter,61.02683285606621,-141.634283548638
Glacier Bay Visitor Center,Visitor Center,58.4546567673935,-135.882391770498
Gustavus Community Clinic,First Aid Station,58.418541698855,-135.745396154416
Sitka Fire Department,Fire Station,57.0517122981586,-135.33398117387898
Makpik Emergency Shelter Cabin,Weather Shelter,67.8589999992027,-158.327999998234
Informational Kiosk,Information Board,59.511532588490894,-135.346898957656
Happy Camp Warming Shelter,Weather Shelter,59.738190283494205,-135.177221633368
Lindeman City Upper Warming Hut,Shelter,59.7838713615323,-135.087950503712
Lindeman City Upper Warming Cabin,Weather Shelter,59.7839121625601,-135.087703927545
Lindeman City Lower Warming Hut,Weather Shelter,59.785743958804595,-135.08045588162
Parks Canada Summer Ranger Station,Ranger Station,59.78492560824861,-135.080111990386
Kiosk,Information Board,59.8451827351905,-134.997684472381
Kiosk,Information Board,59.5069909074051,-135.35067246321998
Bare Loon Covered Shelter,Weather Shelter,59.7964725900943,-135.036583374811
Bennett Warming Shelter,Weather Shelter,59.8459037406804,-135.00010591502598
Chilkoot Pass Parks Canada Patrol Cabin,Ranger Station,59.6975173778588,-135.236886507907
Summit Shelter,Shelter,59.6977595730234,-135.23661080972
Information Kiosk,Information Board,61.4811270527378,-142.885151959544
Glacier Creek Emergency Shelter Cabin (Historic),Weather Shelter,61.45862356144771,-142.383341893588
Picnic Shelter,Shelter,59.4557129505641,-135.334154263996
Picnic Shelter,Shelter,59.45273650354179,-135.33595582622
Upper Dewey Lake Warming Shelter,Weather Shelter,59.4430783089795,-135.26951250307502
Pullen Pond Picnic Shelter,Shelter,59.45178505889529,-135.316792204199
Sheep Camp Warming Shelter,Weather Shelter,59.6588368035772,-135.267836623936
Happy Camp Ranger Cabin,Ranger Station,59.7381811404879,-135.177346000452
Kiosk,Information Board,59.505708892533995,-135.348169730519
Singeak Emergency Shelter Cabin,Weather Shelter,66.515516667369,-164.722449999962
Arches Visitor Center,Visitor Center,38.6165617843403,-109.620031300458
Visitor Center,Visitor Center,36.8345796775671,-108.00024644989
Visitor Center,Visitor Center,35.779106751422894,-106.270875782864
TA-49 Interagency Fire Center,Fire Station,35.8269827609524,-106.31759847861
Gift Shop,Gift Shop,35.7790268173686,-106.270350179507
White Rock County Visitor Center,Visitor Center,35.8275191663168,-106.211309784392
Snack Bar,Food Service,35.778973807332605,-106.27025792544501
Bookstore,Gift Shop,35.7790345003738,-106.270901621882
Chisos Basin Visitor Center,Visitor Center,29.2705146031404,-103.29933901184499
Castolon Visitor Center,Visitor Center,29.1336295451334,-103.514154259802
Rio Grande Village Visitor Center,Visitor Center,29.185255768211103,-102.962216069786
Persimmon Gap Visitor Center,Visitor Center,29.660034730801,-103.173604561414
Panther Junction Visitor Center,Visitor Center,29.3278223720783,-103.205880262344
Cal S. Taggert Visitor Center,Visitor Center,44.83747317515721,-108.37666088664601
Crooked Creek Ranger Station,Ranger Station,44.9586699195046,-108.290810494315
Horseshoe Bend Concessions,Store,44.9579317260031,-108.263063936463
Ft Smith Contact Station,Ranger Station,45.30941924782229,-107.92031697658199
Horseshoe Bend Picnic Pavilion,Shelter,44.9587655255696,-108.263420082705
Horseshoe Bend Picnic Pavilion,Shelter,44.9587280155441,-108.263166917533
South Rim Visitor Center,Visitor Center,38.554985428502,-107.686573235764
Elk Creek Visitor Center,Visitor Center,38.4669957557172,-107.16579022391701
Cimarron Visitor Center,Visitor Center,38.4429517823804,-107.555101743436
North Rim Ranger Station,Ranger Station,38.5870242532709,-107.70482648016599
East Portal Ranger Station,Ranger Station,38.525967978786,-107.649632610665
Morrow Point Dam Welcome Kiosk,Information,38.4527775280565,-107.543666973666
Canyon Kiosk,Information,36.1538850380671,-109.535591898086
Visitor Center,Visitor Center,32.9947661605943,-111.536710952752
Island in the Sky Visitor Center,Visitor Center,38.459899952895896,-109.820983870996
Needles Visitor Center,Visitor Center,38.16809087062529,-109.75939939815201
Maze Visitor Center,Visitor Center,38.2551270037623,-110.17980955380101
Visitor Center,Visitor Center,32.1754761249252,-104.444213849733
Visitor Center,Visitor Center,36.7786924155944,-103.979998123321
Crater Rim Shelter,Shelter,36.7825109211889,-103.972082914943
Cedar Breaks Visitor Center,Visitor Center,37.6130339214902,-112.83756334761999
Winter Ranger Station,Ranger Station,37.641917106114995,-112.822309488256
Chamizal Visitor Center,Visitor Center,31.7679398490235,-106.453863830196
Picnic Table,Shelter,31.767644174822603,-106.45702566134399
Picnic Table,Shelter,31.7678072889335,-106.456954463296
Picnic Table,Shelter,31.7678799949828,-106.456774568174
Picnic Table,Shelter,31.765946616669197,-106.454694831761
Picnic Table,Shelter,31.765820924583803,-106.454666045741
Picnic Table,Shelter,31.7658163715807,-106.45456316667101
Picnic Table,Shelter,31.766620377126998,-106.45438354154899
Picnic Table,Shelter,31.7665833181018,-106.454284624482
Picnic Table,Shelter,31.766505046048604,-106.45428339948099
Visitor Center,Visitor Center,36.0303197341103,-107.91057919096599
Information Kiosk,Information,36.0348589161945,-107.89222725549601
Veterans Lake Pavillion,Shelter,34.490328528758695,-96.9831588102972
Buckhorn Pavillion,Shelter,34.4369619784986,-97.01020185967171
Platte,Ranger Station,34.501693977481,-96.9717445035417
Buckhorn,Ranger Station,34.4380132552129,-97.008180080298
The Point,Ranger Station,34.450706251837204,-97.01935022188749
Reso,Ranger Station,34.4969937692874,-96.98108954689121
Campground Kiosk,Information Board,39.1044644558472,-108.73291622870501
Devils Kitchen Picnic Shelter,Shelter,39.0328458131857,-108.633764782336
Book Cliffs View Shelter,Shelter,39.103998558530606,-108.72744795799
Campground Loop C Shelter,Shelter,39.1045002778715,-108.728618425785
Visitor Center Picnic Shelter,Shelter,39.100703729291894,-108.734701674918
Visitor Center,Visitor Center,39.100861580399204,-108.734476752765
Information Board,Information Board,44.590380637269405,-104.71998005010401
Lower Visitor Center,Visitor Center,40.438169045036794,-109.30699182476299
Quarry Visitor Center - Historic,Visitor Center,40.4404858026109,-109.30126497187099
Yampa Bench Entrance Information Kiosk,Information,40.4281429892245,-108.65662872487101
Harpers Corner Echo Turnoff Information Kiosk,Information,40.4770165304318,-109.09799688176001
Quarry Entrance Information Kiosk,Information,40.4323005090494,-109.331056819114
Harpers Corner Road Information Kiosk,Information,40.2443731893616,-108.97360209323999
Lodore Ranger Station,Ranger Station,40.727333136510204,-108.88699141839199
Echo Park Ranger Station,Ranger Station,40.519259097133705,-108.987272507528
El Malpais National Monument Information Center (NPS),Visitor Center,34.9914742452636,-108.03667201264
El Malpais Conservation Area Visitor Center (BLM),Visitor Center,34.9703703369245,-107.80885629685
Ranger Station,Ranger Station,35.0363885077808,-108.33644860232401
Visitor Center,Visitor Center,35.0383891721401,-108.348906349788
Florissant Fossil Beds Visitor Center,Visitor Center,38.9134869000869,-105.28544495431
Visitor Center,Visitor Center,30.5976327888549,-103.891724291343
Visitor Center,Visitor Center,42.20368119661929,-104.556008356693
Info Sign,Information Map,42.2040649938801,-104.55806799009198
Visitor Center,Visitor Center,35.9050428049906,-105.011519469191
Visitor Center,Visitor Center,33.2238153792225,-108.24169141094102
Visitor Center,Visitor Center,41.6174644273125,-112.55086523682199
Visitor Center,Visitor Center,46.406127978984394,-112.736694320084
Great Sand Dunes,Visitor Center,37.7330691500486,-105.51236164948999
Saint Johns Medical Center,First Aid Station,43.480336824046795,-110.751177381019
Leeks Marina & Pizzeria,Food Service,43.930464467887404,-110.639659829248
Dornan's Restaurant and Bar,Food Service,43.6574785024063,-110.710509359387
John Colter Cafe Court & Chuckwagon Restaurant,Food Service,43.9028289711104,-110.64161213257401
Signal Mountain Lodge,Food Service,43.8433586737031,-110.611367850025
Bridger-Teton National Forest - Forest Supervisor's Office,Ranger Station,43.4837782253851,-110.761793977232
White Grass Ranger Station,Ranger Station,43.6553517089612,-110.78183744485099
Buffalo Fork Ranger Station,Ranger Station,43.8432924646581,-110.51106167087099
Moran Entrance Station,Ranger Station,43.8439768651231,-110.512127870596
Jenny Lake Ranger Station,Ranger Station,43.7522220927801,-110.72222944135
Colter Bay General Store,Store,43.904910669524796,-110.64135223239799
Dornan's General Store,Store,43.657296102282295,-110.710388659305
Jenny Lake General Store,Store,43.751703393427604,-110.722042441223
Colter Bay Concession Store and Gas Station,Store,43.9112720678471,-110.63014053378001
Craig Thomas Discovery and Visitor Center,Visitor Center,43.6533742026176,-110.71859435788001
Colter Bay Visitor Center,Visitor Center,43.9031616703364,-110.64368373198201
Laurance S. Rockefeller Preserve Center,Visitor Center,43.6264096102964,-110.77521645135201
Jackson Hole and Greater Yellowstone Visitor Center,Visitor Center,43.4862926240935,-110.76172307718399
Jenny Lake Visitor Center,Visitor Center,43.752165392741496,-110.721564240898
McKittrick Canyon Contact Station,Visitor Center,31.977618083490004,-104.752149682961
Dell City Contact Station,Visitor Center,31.9361995913481,-105.20171465642001
Visitor Information/Headquarters,Visitor Center,35.643787941480106,-101.586403281985
LBJ State Park and Historic Site Visitor Center,Visitor Center,30.237455073131,-98.62621356867571
LBJ National Historical Park Visitor Center,Visitor Center,30.274247367129604,-98.4112160255949
Johnson Settlement Event Center,Visitor Center,30.274278793151,-98.41584687874139
Safety,Information,30.2741308010504,-98.4160012368463
Safety - Stay Off Fence,Information,30.2738612708673,-98.41590992678421
Safety- Stay off Fence,Information,30.273859364866,-98.4164005371176
Johnson Settlement,Information,30.274204591100602,-98.4157092606479
Warning,Information,30.2747948285016,-98.4127605166444
Education Center,Information,30.2749495996068,-98.41216730324129
Parking,Information,30.2747406984649,-98.4118574630307
Visitor Parking,Information,30.274866666550498,-98.41053458513191
Entrance,Information,30.274771288485603,-98.4106808592313
Map - LBJ National Historical Park,Information,30.274497000299302,-98.4109296214003
Authorized Vehicles Only,Information,30.2757872071759,-98.41260482253858
LBJ Ranch Entrance Sign,Information,30.2432181320468,-98.6064115402211
Hours of Operation and Driving Permit Info,Information,30.2430072729035,-98.60666903139611
Sam E. Johnson Farmhouse: Birthplace of Lyndon Johnson,Information,30.2406205772818,-98.60932710120208
Directional sign to Birthplace and Restrooms,Information,30.2401524999638,-98.6102417328236
Show Barn,Information,30.259272331954797,-98.6241489832728
No Pets in Show Barn - Safety Sign,Information,30.2590568718084,-98.62424017833479
Texas White House Complex Sign,Information,30.2426226246421,-98.6253827991112
Passenger Drop-Off Point,Information,30.241941378179302,-98.6250716628998
Mesa Verde Visitor and Research Center,Visitor Center,37.3359675512366,-108.40816141504999
Morefield Ranger Station,Ranger Station,37.2976153091781,-108.41488252361601
Ranger Station,Ranger Station,37.195788339991495,-108.53744478389099
Far View Lodge,Food Service,37.258213725406605,-108.493765515213
Spruce Tree Terrace Restaurant,Food Service,37.186115369419205,-108.48867407575399
Visitor Center,Visitor Center,34.6117700042724,-111.839785876677
Natural Bridges,Visitor Center,37.609348431986106,-109.97701274101001
Visitor Center,Visitor Center,36.6782201603282,-110.54101024922
Outdoor Exhibit,Information,36.670311520954705,-110.82020018891599
Outdoor Exhibit,Information,36.6784157814611,-110.54106884626002
Outdoor Exhibit,Information,36.678465682494995,-110.541218312361
Outdoor Exhibit,Information,36.6784281024695,-110.54126933639601
Outdoor Exhibit,Information,36.678390476444,-110.54125190638399
Kris Eggle Visitor Center,Visitor Center,31.9548950720508,-112.80120848291901
Visitor Center,Visitor Center,26.016779308380197,-97.4789393981568
Visitor Center,Visitor Center,35.5503606240007,-105.68612070355101
Shelter,Shelter,34.8092113294246,-109.85827707733499
Shelter,Shelter,34.9393080938192,-109.75648996917499
Shelter,Shelter,34.892428950967,-109.794331680887
Shelter,Shelter,34.8644365949475,-109.79100866562901
Visitor Center,Visitor Center,35.1389160674434,-106.71118162403098
Pipe Spring Visitor Center,Visitor Center,36.8625485075706,-112.73734682052799
Mission San Jose Visitor Center,Visitor Center,29.3601448190399,-98.4803176225462
Mission Espada Information,Information,29.3175993461323,-98.4500901230081
Mission Concepcion Information,Information,29.3903655325735,-98.49136501005242
Mission San Juan Information,Information,29.3321116429927,-98.4553499215818
Rincon Mountain Visitor Center,Visitor Center,32.254476861602505,-111.197306918143
Red Hills Visitor Center,Visitor Center,32.180114798077,-110.736022934722
Tornado Shelter,Weather Shelter,38.544508820383705,-102.503458548081
Visitor Center,Visitor Center,38.544219926187296,-102.503688934238
Shade Structure,Shelter,38.549491710769296,-102.51143584550199
Gran Quivira Visitor Center,Visitor Center,34.2595665969668,-106.09321629415301
Quarai Visitor Center,Visitor Center,34.5951040679487,-106.29743216590799
Abo Visitor Center,Visitor Center,34.4501355274494,-106.374473594254
Visitor Center,Visitor Center,35.368975337757895,-111.543530065385
Sunset Crater Volcano Visitor Center 6960ft 2121m,Visitor Center,35.369040460802104,-111.54345164833201
Visitor Center,Visitor Center,33.6449610293712,-111.112979186846
Visitor Center,Visitor Center,34.770180647905,-112.026305302408
Valles Grande Visitor Contact Station,Visitor Center,35.85671899215679,-106.491188536557
Banco Bonito Visitor Contact Station,Visitor Center,35.840914863418604,-106.616314799574
Walnut Canyon Visitor Center,Visitor Center,35.1715702216304,-111.50940176919701
Visitor Center,Visitor Center,32.7796540574358,-106.172381061942
Visitor Center,Visitor Center,35.5202889985684,-111.371666465612
Wupatki National Monument Visitor Center 4900ft 1493m,Visitor Center,35.5202799095622,-111.371656516605
Zion Canyon Visitor Center,Visitor Center,37.2000732929029,-112.98687742707199
Kolob Visitor Center,Visitor Center,37.4534912620885,-113.225402818139
Valhalla Pizzeria & Coffee Shop,Food Service,37.6271703680953,-112.16917110947901
General Store,Store,37.6322437515424,-112.165099391712
Visitor Center,Visitor Center,37.6403817150718,-112.169630915791
Moran Fire Hall,Fire Station,43.841997964778606,-110.508030371812
Canyon Visitor Education Center,Visitor Center,44.734708470333395,-110.491839921811
Albright Visitor Center Bookstore,Store,44.9764536645879,-110.69959313397
Bechler Ranger Station,Ranger Station,44.1497450808782,-111.04632260555599
Bridge Bay Boat Rental & Cruises,Store,44.5331947864143,-110.439229469065
Bridge Bay Marina Store,Store,44.5331600863908,-110.439095968974
Bridge Bay Ranger Station,Ranger Station,44.533347686518205,-110.439689368377
Canyon Adventure Store,Store,44.7341197709334,-110.49193942187901
Canyon Cafeteria,Food Service,44.7333924714392,-110.489930322514
Canyon Deli & Ice Cream,Food Service,44.7336450696109,-110.48983302344801
Canyon Dining Room & Lounge,Food Service,44.7338840707732,-110.48973582238101
Canyon General Store Grill,Food Service,44.7336417696086,-110.491113323317
Canyon General Store Grocery,Store,44.73374327067761,-110.49160042264799
Canyon General Store,Store,44.733688070640106,-110.491366423489
Canyon Gift Shop,Store,44.7340599698928,-110.489664622333
Canyon Ranger Station,Ranger Station,44.7362777703997,-110.490945622203
Canyon Service Station,Store,44.736532669572895,-110.492344621154
Canyon Visitor Center Bookstore,Store,44.73479257139049,-110.491948621885
East Entrance Ranger Station,Ranger Station,44.489054453423,-110.00483757091601
Fishing Bridge General Store Grill,Food Service,44.564942976985705,-110.37535347766399
Fishing Bridge General Store,Store,44.5647605778618,-110.375246476591
Fishing Bridge General Store,Store,44.5648328779109,-110.375021577439
Fishing Bridge Visitor Center Bookstore,Store,44.563030377686204,-110.377828177346
Fishing Bridge Visitor Center,Visitor Center,44.5630085776714,-110.377742877288
Gardiner Bookstore,Store,45.0298927598972,-110.707788523538
Grant Backcountry Office,Information,44.389285811634906,-110.558135667856
Grant Ranger Station,Ranger Station,44.3862665115835,-110.564490468174
Grant Village Dining Room,Food Service,44.3923475107152,-110.55468346751002
Grant Village General Store,Store,44.38897731142529,-110.555924368353
Grant Village General Store,Store,44.3890541124775,-110.556072569454
Grant Village Grill,Food Service,44.3891604115497,-110.55590346833901
Grant Village Lake House Restaurant,Food Service,44.3924932108142,-110.552340269918
Grant Village Mini Store,Store,44.3893357116688,-110.55791986870899
Grant Village Mini Store,Store,44.389401910713794,-110.557961868738
Grant Village Registration,Information,44.3896207118624,-110.555430569018
Grant Village Service Station,Store,44.38914121053661,-110.55861986918501
Grant Village VC Bookstore,Store,44.3936466095979,-110.5564348677
Grant Village Visitor Center,Visitor Center,44.3935863105569,-110.55633666763399
Lake Hotel Deli,Food Service,44.5498303807174,-110.400113275487
Lake Hotel Dining Room,Food Service,44.5498608807382,-110.401110674165
Lake Hotel Gift Shop,Store,44.549845980727994,-110.400678173871
Lake Lodge Cafeteria,Food Service,44.5551608803393,-110.39570547449199
Lake Lodge Gift Shop,Store,44.554902781163904,-110.39584947459
Madison Bookstore,Store,44.6422177134903,-110.862102559387
Madison Junior Ranger Station,Ranger Station,44.6422177134903,-110.862102559387
Mammoth General Store,Store,44.975592265002604,-110.70338063354299
Mammoth General Store,Store,44.975641365036005,-110.70341903356899
Mammoth Dining Room,Food Service,44.9759628652544,-110.702377832862
Mammoth Ranger Station,Ranger Station,44.97703296398151,-110.700522333601
Mammoth Service Station,Store,44.9752817647916,-110.703708532766
Norris Geyser Basin Bookstore,Store,44.7261648895284,-110.70315817839199
Norris Ranger Station,Ranger Station,44.7377409893938,-110.69459647757499
Northeast Entrance Ranger Station,Ranger Station,45.00455899968411,-110.01168937757099
Old Faithful Basin Store Grill,Food Service,44.4608189282383,-110.83375249712499
Old Faithful Basin Store,Store,44.4607798292117,-110.833535996978
Old Faithful Basin Store,Store,44.4608487292585,-110.833924297241
Old Faithful General Store Grill,Food Service,44.4568479285402,-110.827679499998
Old Faithful General Store Grocery,Store,44.4569443286057,-110.828021698231
Old Faithful General Store,Store,44.4569112275832,-110.82783579910499
Old Faithful Inn Dining Room,Food Service,44.459776128529796,-110.83137569651001
Old Faithful Inn Gift Shop,Store,44.4598510285807,-110.831006798259
Old Faithful Lodge Cafeteria,Food Service,44.4593983282731,-110.82603029787799
Old Faithful Ranger Station,Ranger Station,44.456876628559705,-110.831790296791
Old Faithful Service Station - Lower,Store,44.460896428290994,-110.83458379568899
Old Faithful Service Station - Upper,Store,44.456713629449,-110.82713739863001
Old Faithful Snow Lodge Geyser Grill,Food Service,44.45713132873279,-110.828840697787
Old Faithful Snow Lodge Gift Shop,Store,44.456708028445206,-110.82959989830299
Old Faithful Snow Lodge Obsidian Dining Room,Food Service,44.4567800304941,-110.82984789847201
Old Faithful Visitor Education Center,Visitor Center,44.45860572773461,-110.82921479804199
Roosevelt Lodge Dining Room,Food Service,44.9124892461271,-110.416976506945
Roosevelt Old West Dinner Cookout,Food Service,44.9140068461582,-110.413130307332
South Entrance Ranger Station,Ranger Station,44.1360579475785,-110.666368589395
Terrace Grill,Food Service,44.9758000661438,-110.702661634055
Tower Fall General Store,Store,44.8919828451939,-110.38690481651301
Tower Fall General Store,Store,44.892061645247495,-110.387008716583
Tower Junction Ranger Station,Ranger Station,44.9163241457327,-110.419965304976
